TE_name	ClassI_LTR_Copia	ClassI_LTR_Gypsy
ClassI_LTR_Copia_75	1.0	2.7017963e-20
ClassI_LTR_Copia_78	1.0	3.0772024e-20
ClassI_LTR_Copia_79	1.0	6.111822e-18
ClassI_LTR_Copia_80	1.0	8.5885075e-15
ClassI_LTR_Copia_81	1.0	4.2754675e-09
ClassI_LTR_Copia_82	1.0	5.2713197e-08
ClassI_LTR_Copia_83	1.0	1.267908e-10
ClassI_LTR_Copia_84	1.0	2.2429732e-11
ClassI_LTR_Copia_85	1.0	1.323904e-10
ClassI_LTR_Copia_86	1.0	2.516046e-09
ClassI_LTR_Copia_87	0.9999999	1.512385e-07
ClassI_LTR_Copia_88	1.0	1.204904e-18
ClassI_LTR_Copia_89	1.0	1.3774068e-21
ClassI_LTR_Copia_90	0.99999964	3.1184635e-07
ClassI_LTR_Copia_91	1.0	7.1261403e-19
ClassI_LTR_Copia_92	1.0	1.1085869e-12
ClassI_LTR_Copia_93	1.0	1.4789991e-14
ClassI_LTR_Copia_94	1.0	4.2861913e-15
ClassI_LTR_Copia_95	1.0	4.0848107e-09
ClassI_LTR_Copia_96	0.9999783	2.1679569e-05
ClassI_LTR_Copia_97	1.0	2.5546283e-14
ClassI_LTR_Copia_98	1.0	1.3608008e-18
ClassI_LTR_Copia_99	0.9999175	8.2503226e-05
ClassI_LTR_Copia_100	1.0	1.38531e-15
ClassI_LTR_Copia_102	0.99994564	5.432204e-05
ClassI_LTR_Copia_103	1.0	1.4791721e-24
ClassI_LTR_Copia_104	0.999998	2.0651075e-06
ClassI_LTR_Copia_105	1.0	4.4106038e-17
ClassI_LTR_Copia_106	0.98735666	0.012643306
ClassI_LTR_Copia_107	1.0	5.1802113e-19
ClassI_LTR_Copia_109	0.9992834	0.00071660307
ClassI_LTR_Copia_110	1.0	2.1991435e-09
ClassI_LTR_Copia_111	0.9999999	1.0790205e-07
ClassI_LTR_Copia_113	1.0	1.2520189e-09
ClassI_LTR_Copia_114	1.0	9.0800883e-10
ClassI_LTR_Copia_115	0.9726388	0.027361194
ClassI_LTR_Copia_116	1.0	3.2485042e-10
ClassI_LTR_Copia_117	1.0	2.2181983e-12
ClassI_LTR_Copia_118	1.0	7.830665e-09
ClassI_LTR_Copia_119	0.9999571	4.2858166e-05
ClassI_LTR_Copia_120	1.0	1.7551077e-08
ClassI_LTR_Copia_121	1.0	9.376721e-18
ClassI_LTR_Copia_122	0.9999982	1.802587e-06
ClassI_LTR_Copia_123	1.0	5.7915226e-19
ClassI_LTR_Copia_124	1.0	9.957506e-11
ClassI_LTR_Copia_125	0.99999845	1.5589208e-06
ClassI_LTR_Copia_126	0.989129	0.010871048
ClassI_LTR_Copia_127	1.0	4.736356e-10
ClassI_LTR_Copia_128	1.0	5.1161688e-12
ClassI_LTR_Copia_129	0.99745053	0.002549497
ClassI_LTR_Copia_130	1.0	4.1160888e-08
ClassI_LTR_Copia_131	1.0	4.9953313e-18
ClassI_LTR_Copia_132	1.0	2.2127618e-14
ClassI_LTR_Copia_133	1.0	6.0589656e-10
ClassI_LTR_Copia_134	0.99987674	0.00012321268
ClassI_LTR_Copia_135	0.99999917	8.8332115e-07
ClassI_LTR_Copia_136	0.9999989	1.0609631e-06
ClassI_LTR_Copia_137	1.0	2.724186e-13
ClassI_LTR_Copia_138	1.0	1.6678644e-21
ClassI_LTR_Copia_139	0.99993837	6.1656545e-05
ClassI_LTR_Copia_140	1.0	1.8663435e-08
ClassI_LTR_Copia_141	0.9989686	0.001031366
ClassI_LTR_Copia_143	0.5595946	0.44040546
ClassI_LTR_Copia_146	1.0	3.0993437e-13
ClassI_LTR_Copia_147	1.0	3.8355752e-13
ClassI_LTR_Copia_148	1.0	8.8651634e-14
ClassI_LTR_Copia_150	1.0	4.2146403e-15
ClassI_LTR_Copia_151	1.0	1.6434245e-19
ClassI_LTR_Copia_152	0.9999926	7.3463852e-06
ClassI_LTR_Copia_153	1.0	7.36522e-15
ClassI_LTR_Copia_154	0.999811	0.00018905452
ClassI_LTR_Copia_156	0.99999905	9.777967e-07
ClassI_LTR_Copia_158	0.99819285	0.0018072048
ClassI_LTR_Copia_159	1.0	7.934524e-13
ClassI_LTR_Copia_160	1.0	2.4453895e-20
ClassI_LTR_Copia_161	1.0	2.2315712e-11
ClassI_LTR_Copia_162	0.9999925	7.4668214e-06
ClassI_LTR_Copia_163	1.0	7.302445e-14
ClassI_LTR_Copia_164	1.0	6.487083e-13
ClassI_LTR_Copia_165	1.0	2.019611e-09
ClassI_LTR_Copia_166	1.0	6.2320407e-16
ClassI_LTR_Copia_167	1.0	9.880667e-09
ClassI_LTR_Copia_169	1.0	6.713599e-18
ClassI_LTR_Copia_170	1.0	4.741033e-08
ClassI_LTR_Copia_171	1.0	1.3404727e-11
ClassI_LTR_Copia_172	1.0	4.2532578e-15
ClassI_LTR_Copia_173	1.0	1.3213201e-11
ClassI_LTR_Copia_174	0.9999989	1.0915622e-06
ClassI_LTR_Copia_175	1.0	1.8856081e-08
ClassI_LTR_Copia_178	1.0	4.559181e-23
ClassI_LTR_Copia_179	1.0	1.3330001e-18
ClassI_LTR_Copia_180	1.0	1.3400417e-17
ClassI_LTR_Copia_181	1.0	1.3411984e-08
ClassI_LTR_Copia_182	1.0	2.1360997e-19
ClassI_LTR_Copia_183	0.99999976	2.501778e-07
ClassI_LTR_Copia_184	0.99999285	7.1205527e-06
ClassI_LTR_Copia_185	0.95859385	0.0414061
ClassI_LTR_Copia_186	0.9999932	6.7628434e-06
ClassI_LTR_Copia_187	1.0	7.900263e-12
ClassI_LTR_Copia_188	1.0	2.4477387e-11
ClassI_LTR_Copia_189	1.0	4.593749e-11
ClassI_LTR_Copia_190	0.99484587	0.0051541803
ClassI_LTR_Copia_191	1.0	1.7991376e-14
ClassI_LTR_Copia_192	1.0	1.758799e-10
ClassI_LTR_Copia_193	1.0	2.6592528e-10
ClassI_LTR_Copia_194	1.0	1.957311e-19
ClassI_LTR_Copia_196	1.0	3.8552238e-17
ClassI_LTR_Copia_197	0.97654414	0.023455845
ClassI_LTR_Copia_198	0.450602	0.54939795
ClassI_LTR_Copia_199	0.9999999	8.001962e-08
ClassI_LTR_Copia_200	1.0	2.655502e-10
ClassI_LTR_Copia_201	1.0	2.1305815e-12
ClassI_LTR_Copia_202	1.0	2.3591372e-14
ClassI_LTR_Copia_204	0.99982625	0.00017374083
ClassI_LTR_Copia_205	0.9995332	0.00046686232
ClassI_LTR_Copia_206	1.0	6.883556e-13
ClassI_LTR_Copia_207	1.0	3.5406305e-08
ClassI_LTR_Copia_208	0.9984339	0.0015661446
ClassI_LTR_Copia_209	1.0	1.0149748e-08
ClassI_LTR_Copia_210	0.9993278	0.00067224196
ClassI_LTR_Copia_212	1.0	2.719191e-10
ClassI_LTR_Copia_213	0.99999917	8.332872e-07
ClassI_LTR_Copia_214	0.9926502	0.0073497565
ClassI_LTR_Copia_215	1.0	1.4146845e-19
ClassI_LTR_Copia_216	0.97502613	0.024973834
ClassI_LTR_Copia_217	0.99999785	2.1484698e-06
ClassI_LTR_Copia_218	1.0	1.2753344e-14
ClassI_LTR_Copia_219	0.9999999	6.6847164e-08
ClassI_LTR_Copia_220	0.9999999	1.4237722e-07
ClassI_LTR_Copia_221	1.0	2.6603986e-18
ClassI_LTR_Copia_222	0.9999999	1.5454282e-07
ClassI_LTR_Copia_224	1.0	1.5472619e-12
ClassI_LTR_Copia_225	0.9972905	0.002709492
ClassI_LTR_Copia_226	0.9999691	3.081715e-05
ClassI_LTR_Copia_227	1.0	2.3148885e-18
ClassI_LTR_Copia_228	0.9999982	1.7406827e-06
ClassI_LTR_Copia_229	0.5412281	0.4587719
ClassI_LTR_Copia_230	0.9999962	3.811795e-06
ClassI_LTR_Copia_231	0.99923253	0.00076752936
ClassI_LTR_Copia_232	1.0	1.2183361e-09
ClassI_LTR_Copia_233	1.0	3.4521856e-12
ClassI_LTR_Copia_234	1.0	1.6976346e-15
ClassI_LTR_Copia_235	1.0	5.6567997e-12
ClassI_LTR_Copia_236	1.0	9.486686e-15
ClassI_LTR_Copia_237	0.99611294	0.0038869882
ClassI_LTR_Copia_238	1.0	2.9276254e-12
ClassI_LTR_Copia_239	0.99995303	4.694191e-05
ClassI_LTR_Copia_240	1.0	1.1747145e-09
ClassI_LTR_Copia_241	0.9999999	8.041436e-08
ClassI_LTR_Copia_242	1.0	7.300464e-15
ClassI_LTR_Copia_243	0.99999964	3.5748113e-07
ClassI_LTR_Copia_244	1.0	3.6081787e-15
ClassI_LTR_Copia_245	0.23314933	0.7668506
ClassI_LTR_Copia_246	0.99545974	0.0045402804
ClassI_LTR_Copia_247	1.0	9.468884e-18
ClassI_LTR_Copia_248	0.9546839	0.045316137
ClassI_LTR_Copia_250	0.9996989	0.00030114476
ClassI_LTR_Copia_251	1.0	1.4453687e-11
ClassI_LTR_Copia_252	1.0	2.7367464e-10
ClassI_LTR_Copia_253	1.0	3.0111635e-09
ClassI_LTR_Copia_255	0.99983215	0.00016778594
ClassI_LTR_Copia_256	1.0	5.7432166e-09
ClassI_LTR_Copia_257	1.0	1.2638555e-19
ClassI_LTR_Copia_258	1.0	3.8655998e-20
ClassI_LTR_Copia_259	1.0	5.619661e-10
ClassI_LTR_Copia_260	0.99998987	1.0183993e-05
ClassI_LTR_Copia_261	1.0	4.8108226e-14
ClassI_LTR_Copia_262	1.0	1.5472653e-15
ClassI_LTR_Copia_263	0.9778566	0.022143416
ClassI_LTR_Copia_264	1.0	1.4529603e-09
ClassI_LTR_Copia_265	0.9998104	0.00018963985
ClassI_LTR_Copia_266	1.0	2.5505426e-11
ClassI_LTR_Copia_267	1.0	3.085665e-13
ClassI_LTR_Copia_268	1.0	9.639452e-17
ClassI_LTR_Copia_269	1.0	7.93466e-13
ClassI_LTR_Copia_270	1.0	3.158094e-12
ClassI_LTR_Copia_271	1.0	4.7678004e-24
ClassI_LTR_Copia_272	1.0	4.781734e-13
ClassI_LTR_Copia_273	1.0	6.2751886e-18
ClassI_LTR_Copia_274	0.9998203	0.00017970472
ClassI_LTR_Copia_275	0.999582	0.00041805799
ClassI_LTR_Copia_276	1.0	6.80179e-13
ClassI_LTR_Copia_277	0.999948	5.197714e-05
ClassI_LTR_Copia_280	1.0	3.0255024e-14
ClassI_LTR_Copia_281	1.0	2.1666599e-13
ClassI_LTR_Copia_282	1.0	9.505207e-09
ClassI_LTR_Copia_283	1.0	3.320839e-09
ClassI_LTR_Copia_284	1.0	8.5020646e-10
ClassI_LTR_Copia_285	1.0	6.068465e-20
ClassI_LTR_Copia_286	1.0	2.2557787e-12
ClassI_LTR_Copia_287	1.0	2.5173836e-18
ClassI_LTR_Copia_288	0.68187195	0.3181281
ClassI_LTR_Copia_289	0.0018695663	0.9981305
ClassI_LTR_Copia_290	1.0	7.737924e-18
ClassI_LTR_Copia_294	1.0	7.62823e-09
ClassI_LTR_Copia_295	1.0	9.1389674e-11
ClassI_LTR_Copia_296	1.0	9.858486e-10
ClassI_LTR_Copia_297	1.0	9.06795e-15
ClassI_LTR_Copia_299	1.0	4.6762202e-11
ClassI_LTR_Copia_300	0.99565554	0.0043444377
ClassI_LTR_Copia_301	1.0	6.2816263e-12
ClassI_LTR_Copia_302	1.0	4.7391202e-14
ClassI_LTR_Copia_304	1.0	3.62794e-09
ClassI_LTR_Copia_305	0.99933416	0.0006658213
ClassI_LTR_Copia_306	1.0	1.2657211e-14
ClassI_LTR_Copia_307	0.99993813	6.183589e-05
ClassI_LTR_Copia_308	1.0	7.621731e-12
ClassI_LTR_Copia_309	0.9999976	2.353752e-06
ClassI_LTR_Copia_310	0.9999999	7.37866e-08
ClassI_LTR_Copia_311	1.0	5.096006e-13
ClassI_LTR_Copia_312	1.0	4.7972644e-09
ClassI_LTR_Copia_314	1.0	1.1910563e-12
ClassI_LTR_Copia_315	1.0	1.0789738e-10
ClassI_LTR_Copia_317	1.0	7.926707e-12
ClassI_LTR_Copia_318	1.0	1.1910563e-12
ClassI_LTR_Copia_322	0.99755365	0.0024464177
ClassI_LTR_Copia_323	1.0	2.4187151e-14
ClassI_LTR_Copia_324	1.0	1.1604322e-22
ClassI_LTR_Copia_325	1.0	4.9354012e-18
ClassI_LTR_Copia_326	0.9952864	0.0047136783
ClassI_LTR_Copia_327	1.0	5.486899e-09
ClassI_LTR_Copia_328	1.0	2.3129968e-13
ClassI_LTR_Copia_329	1.0	5.818173e-15
ClassI_LTR_Copia_330	0.99999976	2.5134244e-07
ClassI_LTR_Copia_331	0.9999994	6.075213e-07
ClassI_LTR_Copia_333	0.99999976	2.4534643e-07
ClassI_LTR_Copia_335	0.9443397	0.055660386
ClassI_LTR_Copia_337	0.99942374	0.00057626946
ClassI_LTR_Copia_338	0.9999993	6.804401e-07
ClassI_LTR_Gypsy_340	4.074393e-05	0.99995923
ClassI_LTR_Gypsy_343	4.3668857e-05	0.99995637
ClassI_LTR_Gypsy_344	1.5871515e-07	0.9999999
ClassI_LTR_Gypsy_345	1.6379674e-07	0.9999999
ClassI_LTR_Gypsy_346	1.6244389e-08	1.0
ClassI_LTR_Gypsy_349	2.0205983e-08	1.0
ClassI_LTR_Gypsy_350	4.407657e-05	0.9999559
ClassI_LTR_Gypsy_351	1.4821615e-07	0.9999999
ClassI_LTR_Gypsy_352	6.5008576e-09	1.0
ClassI_LTR_Gypsy_353	1.5345118e-05	0.9999846
ClassI_LTR_Gypsy_354	6.493078e-07	0.9999994
ClassI_LTR_Gypsy_355	2.9178757e-06	0.99999714
ClassI_LTR_Gypsy_356	1.247322e-11	1.0
ClassI_LTR_Gypsy_357	0.00096207554	0.999038
ClassI_LTR_Gypsy_358	1.2231138e-13	1.0
ClassI_LTR_Gypsy_359	1.08026725e-05	0.99998915
ClassI_LTR_Gypsy_360	4.0785103e-06	0.99999595
ClassI_LTR_Gypsy_361	1.5659986e-06	0.99999845
ClassI_LTR_Gypsy_362	2.5943413e-08	1.0
ClassI_LTR_Gypsy_363	6.4825086e-05	0.99993515
ClassI_LTR_Gypsy_364	6.811254e-13	1.0
ClassI_LTR_Gypsy_365	2.658804e-08	1.0
ClassI_LTR_Gypsy_366	6.9586557e-13	1.0
ClassI_LTR_Gypsy_367	0.00046761727	0.99953246
ClassI_LTR_Gypsy_368	8.1674125e-09	1.0
ClassI_LTR_Gypsy_369	5.788639e-07	0.9999994
ClassI_LTR_Gypsy_370	3.7440196e-07	0.99999964
ClassI_LTR_Gypsy_372	1.9743548e-13	1.0
ClassI_LTR_Gypsy_374	1.744347e-06	0.9999982
ClassI_LTR_Gypsy_375	0.004518711	0.99548125
ClassI_LTR_Gypsy_376	3.3396736e-12	1.0
ClassI_LTR_Gypsy_377	0.00043084694	0.9995691
ClassI_LTR_Gypsy_378	1.6609397e-07	0.9999999
ClassI_LTR_Gypsy_379	6.862864e-05	0.99993134
ClassI_LTR_Gypsy_380	8.673871e-10	1.0
ClassI_LTR_Gypsy_381	0.00021137082	0.9997887
ClassI_LTR_Gypsy_382	7.431411e-05	0.99992573
ClassI_LTR_Gypsy_383	4.5899383e-06	0.99999535
ClassI_LTR_Gypsy_384	2.4199268e-08	1.0
ClassI_LTR_Gypsy_385	2.0351587e-10	1.0
ClassI_LTR_Gypsy_386	0.010056033	0.989944
ClassI_LTR_Gypsy_389	3.780775e-08	1.0
ClassI_LTR_Gypsy_390	1.3862933e-15	1.0
ClassI_LTR_Gypsy_391	0.46514162	0.5348584
ClassI_LTR_Gypsy_392	2.6597863e-07	0.99999976
ClassI_LTR_Gypsy_394	1.2862096e-11	1.0
ClassI_LTR_Gypsy_395	0.06522237	0.9347777
ClassI_LTR_Gypsy_396	5.775193e-09	1.0
ClassI_LTR_Gypsy_397	1.9623728e-07	0.99999976
ClassI_LTR_Gypsy_398	7.095399e-10	1.0
ClassI_LTR_Gypsy_399	2.8742058e-06	0.99999714
ClassI_LTR_Gypsy_400	6.809771e-10	1.0
ClassI_LTR_Gypsy_401	6.3454832e-09	1.0
ClassI_LTR_Gypsy_402	9.401728e-09	1.0
ClassI_LTR_Gypsy_403	0.0004955234	0.99950445
ClassI_LTR_Gypsy_405	1.8096636e-05	0.9999819
ClassI_LTR_Gypsy_406	5.7751954e-12	1.0
ClassI_LTR_Gypsy_407	4.740599e-08	1.0
ClassI_LTR_Gypsy_408	0.025033584	0.9749664
ClassI_LTR_Gypsy_409	0.00012498912	0.99987495
ClassI_LTR_Gypsy_411	1.9455883e-06	0.9999981
ClassI_LTR_Gypsy_412	8.117718e-12	1.0
ClassI_LTR_Gypsy_413	0.011078579	0.9889214
ClassI_LTR_Gypsy_414	3.7190075e-05	0.9999628
ClassI_LTR_Gypsy_415	0.0006305658	0.99936944
ClassI_LTR_Gypsy_416	0.00019116171	0.99980885
ClassI_LTR_Gypsy_417	1.6233583e-15	1.0
ClassI_LTR_Gypsy_418	3.706348e-07	0.99999964
ClassI_LTR_Gypsy_419	0.0017700485	0.9982299
ClassI_LTR_Gypsy_421	5.550941e-09	1.0
ClassI_LTR_Gypsy_422	6.070539e-05	0.9999393
ClassI_LTR_Gypsy_423	5.717452e-10	1.0
ClassI_LTR_Gypsy_425	5.3848943e-11	1.0
ClassI_LTR_Gypsy_426	0.011803884	0.98819613
ClassI_LTR_Gypsy_427	0.0040950235	0.995905
ClassI_LTR_Gypsy_428	0.03201349	0.9679865
ClassI_LTR_Gypsy_429	3.2729336e-10	1.0
ClassI_LTR_Gypsy_430	0.00021393812	0.9997861
ClassI_LTR_Gypsy_431	5.1347084e-05	0.9999486
ClassI_LTR_Gypsy_432	8.920214e-05	0.99991083
ClassI_LTR_Gypsy_433	4.822253e-13	1.0
ClassI_LTR_Gypsy_435	1.6782018e-08	1.0
ClassI_LTR_Gypsy_436	1.196517e-11	1.0
ClassI_LTR_Gypsy_437	1.6417034e-09	1.0
ClassI_LTR_Gypsy_440	7.074666e-11	1.0
ClassI_LTR_Gypsy_442	5.7173384e-06	0.9999943
ClassI_LTR_Gypsy_444	1.79959e-11	1.0
ClassI_LTR_Gypsy_445	1.3876686e-05	0.9999862
ClassI_LTR_Gypsy_446	9.597059e-09	1.0
ClassI_LTR_Gypsy_447	0.00043795226	0.9995621
ClassI_LTR_Gypsy_448	0.014757211	0.9852427
ClassI_LTR_Gypsy_449	4.1354115e-10	1.0
ClassI_LTR_Gypsy_450	0.000380199	0.9996197
ClassI_LTR_Gypsy_452	9.839811e-06	0.9999901
ClassI_LTR_Gypsy_453	4.602273e-05	0.999954
ClassI_LTR_Gypsy_454	0.00336564	0.9966344
ClassI_LTR_Gypsy_455	0.00057126395	0.9994287
ClassI_LTR_Gypsy_456	0.000537931	0.99946207
ClassI_LTR_Gypsy_457	7.1884875e-05	0.9999281
ClassI_LTR_Gypsy_458	2.5993398e-07	0.99999976
ClassI_LTR_Gypsy_459	0.00013128844	0.99986875
ClassI_LTR_Gypsy_460	1.2965683e-07	0.9999999
ClassI_LTR_Gypsy_461	4.3377857e-10	1.0
ClassI_LTR_Gypsy_462	0.011226074	0.98877394
ClassI_LTR_Gypsy_463	0.00013904853	0.9998609
ClassI_LTR_Gypsy_464	2.0724247e-12	1.0
ClassI_LTR_Gypsy_465	4.2626368e-08	1.0
ClassI_LTR_Gypsy_467	5.7232137e-06	0.9999943
ClassI_LTR_Gypsy_469	3.136035e-08	1.0
ClassI_LTR_Gypsy_470	2.0789553e-06	0.999998
ClassI_LTR_Gypsy_471	6.585085e-08	0.9999999
ClassI_LTR_Gypsy_472	1.090422e-06	0.9999989
ClassI_LTR_Gypsy_473	5.0093684e-07	0.9999995
ClassI_LTR_Gypsy_474	1.3457058e-08	1.0
ClassI_LTR_Gypsy_475	6.7682756e-12	1.0
ClassI_LTR_Gypsy_478	4.5893728e-07	0.9999995
ClassI_LTR_Gypsy_479	0.020410703	0.9795893
ClassI_LTR_Gypsy_480	3.687399e-09	1.0
ClassI_LTR_Gypsy_481	6.4557535e-05	0.9999354
ClassI_LTR_Gypsy_482	4.5419515e-12	1.0
ClassI_LTR_Gypsy_483	8.173329e-07	0.99999917
ClassI_LTR_Gypsy_484	2.2799518e-06	0.99999774
ClassI_LTR_Gypsy_485	0.0053560436	0.9946439
ClassI_LTR_Gypsy_486	3.73323e-08	1.0
ClassI_LTR_Gypsy_487	7.5953154e-13	1.0
ClassI_LTR_Gypsy_489	7.474581e-13	1.0
ClassI_LTR_Gypsy_490	7.219738e-07	0.9999993
ClassI_LTR_Gypsy_491	7.10704e-07	0.9999993
ClassI_LTR_Gypsy_492	6.0883673e-07	0.9999994
ClassI_LTR_Gypsy_493	1.1992868e-10	1.0
ClassI_LTR_Gypsy_494	1.8856244e-06	0.9999981
ClassI_LTR_Gypsy_495	0.009891504	0.9901085
ClassI_LTR_Gypsy_496	5.8314977e-06	0.99999416
ClassI_LTR_Gypsy_498	1.151473e-05	0.99998844
ClassI_LTR_Gypsy_499	1.0477715e-05	0.9999895
ClassI_LTR_Gypsy_500	1.2772912e-07	0.9999999
ClassI_LTR_Gypsy_502	2.75292e-09	1.0
ClassI_LTR_Gypsy_503	1.4679561e-05	0.99998534
ClassI_LTR_Gypsy_505	1.0529707e-10	1.0
ClassI_LTR_Gypsy_506	3.8495154e-09	1.0
ClassI_LTR_Gypsy_507	0.0049148807	0.99508506
ClassI_LTR_Gypsy_508	9.1754293e-07	0.99999905
ClassI_LTR_Gypsy_509	1.6874053e-05	0.9999831
ClassI_LTR_Gypsy_511	1.03040275e-05	0.99998975
ClassI_LTR_Gypsy_512	2.735949e-07	0.99999976
ClassI_LTR_Gypsy_513	1.7539151e-06	0.9999982
ClassI_LTR_Gypsy_514	5.758677e-11	1.0
ClassI_LTR_Gypsy_515	1.3777628e-08	1.0
ClassI_LTR_Gypsy_517	9.855646e-14	1.0
ClassI_LTR_Gypsy_518	5.7425096e-11	1.0
ClassI_LTR_Gypsy_519	2.6656832e-09	1.0
ClassI_LTR_Gypsy_520	9.215962e-09	1.0
ClassI_LTR_Gypsy_521	1.270093e-11	1.0
ClassI_LTR_Gypsy_522	1.2731068e-06	0.9999987
ClassI_LTR_Gypsy_523	9.123085e-06	0.9999908
ClassI_LTR_Gypsy_525	3.0075375e-06	0.999997
ClassI_LTR_Gypsy_526	0.00025326453	0.99974674
ClassI_LTR_Gypsy_527	0.0006298943	0.99937016
ClassI_LTR_Gypsy_529	1.1383863e-08	1.0
ClassI_LTR_Gypsy_530	3.1702498e-07	0.99999964
ClassI_LTR_Gypsy_531	8.9518863e-07	0.99999905
ClassI_LTR_Gypsy_532	1.555312e-05	0.9999845
ClassI_LTR_Gypsy_535	6.033554e-08	0.9999999
ClassI_LTR_Gypsy_536	6.7463003e-07	0.9999993
ClassI_LTR_Gypsy_537	0.0007707936	0.9992292
ClassI_LTR_Gypsy_538	3.2369499e-06	0.9999968
ClassI_LTR_Gypsy_539	0.00024570705	0.99975425
ClassI_LTR_Gypsy_540	3.4613028e-09	1.0
ClassI_LTR_Gypsy_541	1.7176738e-07	0.9999999
ClassI_LTR_Gypsy_542	3.0285932e-09	1.0
ClassI_LTR_Gypsy_543	0.003032234	0.99696773
ClassI_LTR_Gypsy_544	1.2564989e-14	1.0
ClassI_LTR_Gypsy_545	0.0010280954	0.99897194
ClassI_LTR_Gypsy_547	2.189947e-07	0.99999976
ClassI_LTR_Gypsy_548	8.369517e-05	0.9999163
ClassI_LTR_Gypsy_550	1.7236428e-10	1.0
ClassI_LTR_Gypsy_552	1.1400783e-13	1.0
ClassI_LTR_Gypsy_553	0.001985082	0.9980149
ClassI_LTR_Gypsy_554	0.0007725813	0.9992274
ClassI_LTR_Gypsy_555	7.224525e-08	0.9999999
ClassI_LTR_Gypsy_557	0.011316907	0.98868304
ClassI_LTR_Gypsy_558	8.6951515e-11	1.0
ClassI_LTR_Gypsy_559	0.022100527	0.97789943
ClassI_LTR_Gypsy_560	9.656167e-08	0.9999999
ClassI_LTR_Gypsy_561	8.1032775e-10	1.0
ClassI_LTR_Gypsy_562	4.9378884e-10	1.0
ClassI_LTR_Gypsy_563	0.0061442037	0.9938558
ClassI_LTR_Gypsy_564	8.4196333e-10	1.0
ClassI_LTR_Gypsy_565	2.0136182e-05	0.99997985
ClassI_LTR_Gypsy_566	0.004979739	0.9950203
ClassI_LTR_Gypsy_567	1.2893428e-06	0.9999987
ClassI_LTR_Gypsy_568	6.0102123e-09	1.0
ClassI_LTR_Gypsy_571	4.287538e-06	0.9999957
ClassI_LTR_Gypsy_572	0.00208471	0.9979153
ClassI_LTR_Gypsy_574	2.256721e-06	0.99999774
ClassI_LTR_Gypsy_576	0.0012672032	0.99873275
ClassI_LTR_Gypsy_577	2.0193038e-06	0.999998
ClassI_LTR_Gypsy_578	1.1507314e-08	1.0
ClassI_LTR_Gypsy_579	9.169628e-06	0.9999908
ClassI_LTR_Gypsy_580	5.7474156e-12	1.0
ClassI_LTR_Gypsy_582	2.8487378e-07	0.99999976
ClassI_LTR_Gypsy_583	1.2118149e-05	0.99998784
ClassI_LTR_Gypsy_584	0.0018249075	0.99817514
ClassI_LTR_Gypsy_586	1.5611605e-10	1.0
ClassI_LTR_Gypsy_587	3.1856984e-09	1.0
ClassI_LTR_Gypsy_588	9.927913e-09	1.0
ClassI_LTR_Gypsy_589	6.5634644e-09	1.0
ClassI_LTR_Gypsy_591	2.5543884e-15	1.0
ClassI_LTR_Gypsy_592	0.0022605925	0.99773943
ClassI_LTR_Gypsy_594	2.2320172e-08	1.0
