TE_name	ClassI	ClassII	ClassIII
ClassI_LTR_Copia_109	0.9998627	0.00013722712	1.2727048e-07
ClassI_LTR_Copia_110	0.99999917	8.840712e-07	6.943371e-11
ClassI_LTR_Copia_111	0.9999958	4.2117813e-06	3.5531904e-09
ClassI_LTR_Copia_112	0.06591895	0.9327806	0.0013004142
ClassI_LTR_Copia_113	0.99995685	4.312268e-05	1.356991e-08
ClassI_LTR_Copia_114	0.96623737	0.033751808	1.0808446e-05
ClassI_LTR_Copia_115	0.9966067	0.0033917923	1.5974114e-06
ClassI_LTR_Copia_116	0.9996125	0.00038645684	1.0577813e-06
ClassI_LTR_Copia_117	0.99999857	1.4786574e-06	5.622649e-12
ClassI_LTR_Copia_118	1.0	2.4809832e-08	3.562009e-15
ClassI_LTR_Copia_119	1.0	2.9982217e-10	2.6790293e-15
ClassI_LTR_Copia_120	0.978754	0.021228936	1.70896e-05
ClassI_LTR_Copia_121	0.9926226	0.007374828	2.6564485e-06
ClassI_LTR_Copia_122	0.9994326	0.0005672586	7.584108e-08
ClassI_LTR_Copia_123	1.0	7.6718184e-19	1.5500964e-21
ClassI_LTR_Copia_124	1.0	2.3617758e-10	1.4401176e-12
ClassI_LTR_Copia_125	0.9931085	0.0068899207	1.5065899e-06
ClassI_LTR_Copia_126	0.988362	0.011637368	6.243116e-07
ClassI_LTR_Copia_127	1.0	5.1513096e-09	1.0095372e-13
ClassI_LTR_Copia_128	1.0	2.5098743e-19	1.5041929e-30
ClassI_LTR_Copia_129	0.99850357	0.0014950124	1.4087979e-06
ClassI_LTR_Copia_130	0.99848974	0.0014929422	1.729379e-05
ClassI_LTR_Copia_131	0.9999999	6.203318e-08	2.2923804e-13
ClassI_LTR_Copia_132	1.0	6.5757217e-12	1.7287355e-22
ClassI_LTR_Copia_133	1.0	3.1688888e-12	2.219404e-20
ClassI_LTR_Copia_134	0.9779979	0.02142973	0.0005723348
ClassI_LTR_Copia_135	0.9996797	0.00031956995	6.8979955e-07
ClassI_LTR_Copia_136	0.99858177	0.001417861	3.3327075e-07
ClassI_LTR_Copia_137	1.0	2.8862186e-09	4.874067e-12
ClassI_LTR_Copia_138	1.0	1.8494685e-12	3.332591e-16
ClassI_LTR_Copia_139	1.0	5.6066307e-14	4.5967916e-18
ClassI_LTR_Copia_140	0.9999999	8.0074585e-08	3.630838e-14
ClassI_LTR_Copia_141	0.9974718	0.0025183659	9.838065e-06
ClassI_LTR_Copia_142	0.28815964	0.6779356	0.033904828
ClassI_LTR_Copia_143	1.0	7.430849e-11	3.61903e-21
ClassI_LTR_Copia_144	0.7668564	0.23314364	3.54749e-08
ClassI_LTR_Copia_145	0.0026989053	0.9971106	0.00019045992
ClassI_LTR_Copia_146	1.0	9.760897e-13	5.12274e-16
ClassI_LTR_Copia_147	1.0	2.336857e-14	4.9849593e-17
ClassI_LTR_Copia_148	0.9760551	0.023940785	4.0180316e-06
ClassI_LTR_Copia_149	0.4854515	0.5074727	0.0070758313
ClassI_LTR_Copia_150	1.0	2.5630807e-11	2.7667208e-21
ClassI_LTR_Copia_151	1.0	4.227734e-14	3.2839509e-18
ClassI_LTR_Copia_152	0.99999964	4.1274652e-07	1.325034e-12
ClassI_LTR_Copia_153	1.0	2.7768738e-08	1.6273646e-14
ClassI_LTR_Copia_154	0.9774418	0.022548677	9.503592e-06
ClassI_LTR_Copia_155	0.079717346	0.9202577	2.4963896e-05
ClassI_LTR_Copia_156	0.99985695	0.0001429985	8.098588e-12
ClassI_LTR_Copia_157	0.0134002995	0.9864521	0.0001475286
ClassI_LTR_Copia_158	0.99917537	0.00082456815	1.1976854e-10
ClassI_LTR_Copia_159	0.9999604	3.9543935e-05	3.6159953e-10
ClassI_LTR_Copia_160	1.0	2.038882e-09	1.5561e-11
ClassI_LTR_Copia_161	0.9999993	7.502816e-07	1.514881e-13
ClassI_LTR_Copia_162	0.9801189	0.019848766	3.2313983e-05
ClassI_LTR_Copia_163	0.9998925	0.000107501575	6.0198913e-09
ClassI_LTR_Copia_164	0.9999981	1.9647412e-06	1.0233767e-11
ClassI_LTR_Copia_165	0.9999943	5.7621687e-06	1.5675864e-08
ClassI_LTR_Copia_166	1.0	2.9713941e-15	4.714067e-25
ClassI_LTR_Copia_167	1.0	1.8416346e-10	1.5069203e-16
ClassI_LTR_Copia_168	9.883547e-05	0.9993332	0.00056791824
ClassI_LTR_Copia_169	0.99176663	0.008229725	3.6885829e-06
ClassI_LTR_Copia_170	0.99973255	0.00026748818	4.51743e-12
ClassI_LTR_Copia_171	0.9999937	5.750851e-06	6.4000864e-07
ClassI_LTR_Copia_172	0.99985766	0.00014231306	1.5955184e-10
ClassI_LTR_Copia_173	0.9913913	0.007929148	0.00067960186
ClassI_LTR_Copia_174	0.80352855	0.19623563	0.00023585412
ClassI_LTR_Copia_175	0.99837106	0.0016004212	2.8533268e-05
ClassI_LTR_Copia_176	0.99468046	0.0052851844	3.4403733e-05
ClassI_LTR_Copia_177	0.97747165	0.022527862	4.6785814e-07
ClassI_LTR_Copia_178	1.0	1.0896129e-16	2.4245712e-22
ClassI_LTR_Copia_179	1.0	1.6845265e-11	1.1061092e-16
ClassI_LTR_Copia_180	1.0	1.3847958e-10	6.5913166e-16
ClassI_LTR_Copia_181	0.9993654	0.00062624447	8.2996075e-06
ClassI_LTR_Copia_182	1.0	1.6747973e-18	4.02078e-22
ClassI_LTR_Copia_183	1.0	6.875411e-12	2.568085e-16
ClassI_LTR_Copia_184	0.9997067	0.00028817935	5.099157e-06
ClassI_LTR_Copia_185	0.99920964	0.00078903255	1.3275998e-06
ClassI_LTR_Copia_186	0.9980204	0.0019791601	4.9572e-07
ClassI_LTR_Copia_187	0.99991584	8.147939e-05	2.6713642e-06
ClassI_LTR_Copia_188	1.0	1.2382262e-12	1.265453e-18
ClassI_LTR_Copia_189	1.0	1.2292999e-13	1.8083376e-21
ClassI_LTR_Copia_190	0.99670947	0.003290189	3.3991915e-07
ClassI_LTR_Copia_191	0.9999993	6.799212e-07	9.575856e-10
ClassI_LTR_Copia_192	0.9988493	0.0011506737	1.403241e-10
ClassI_LTR_Copia_193	0.9999995	4.6290438e-07	7.6729503e-13
ClassI_LTR_Copia_194	1.0	3.3799607e-13	7.072823e-17
ClassI_LTR_Copia_195	0.9999994	6.0663956e-07	6.0048464e-09
ClassI_LTR_Copia_196	1.0	1.11574344e-13	1.4632109e-17
ClassI_LTR_Copia_197	0.99999905	9.306811e-07	4.2061368e-09
ClassI_LTR_Copia_198	0.9324701	0.06751112	1.8828265e-05
ClassI_LTR_Copia_199	0.9767556	0.023244316	9.793161e-10
ClassI_LTR_Copia_200	0.9999256	7.427769e-05	1.5001106e-07
ClassI_LTR_Copia_201	1.0	1.4435221e-12	4.1575152e-18
ClassI_LTR_Copia_202	1.0	9.65857e-14	3.760803e-19
ClassI_LTR_Copia_203	0.061803184	0.9334898	0.0047070603
ClassI_LTR_Copia_204	0.9998877	0.00010533679	6.8974346e-06
ClassI_LTR_Copia_205	0.9811921	0.018784259	2.358324e-05
ClassI_LTR_Copia_206	0.99997985	2.0122841e-05	3.0459184e-08
ClassI_LTR_Copia_207	1.0	1.9218935e-11	1.3044436e-17
ClassI_LTR_Copia_208	0.98793554	0.012063171	1.2949818e-06
ClassI_LTR_Copia_209	0.9999999	1.0255437e-07	3.1284596e-08
ClassI_LTR_Copia_210	0.96419805	0.035764202	3.7720525e-05
ClassI_LTR_Copia_211	0.7786953	0.2195426	0.0017621847
ClassI_LTR_Copia_212	0.9996327	0.00036717186	1.7515667e-07
ClassI_LTR_Copia_213	0.99673104	0.0032644325	4.4905773e-06
ClassI_LTR_Copia_214	0.9793388	0.020659627	1.517893e-06
ClassI_LTR_Copia_215	1.0	1.6699428e-10	8.8771345e-16
ClassI_LTR_Copia_216	0.8960297	0.10367056	0.00029967658
ClassI_LTR_Copia_217	1.0	4.281157e-08	2.3694471e-13
ClassI_LTR_Copia_218	1.0	5.187458e-08	9.6840366e-12
ClassI_LTR_Copia_219	1.0	4.993063e-11	8.8115855e-15
ClassI_LTR_Copia_220	0.98905784	0.010940774	1.4032793e-06
ClassI_LTR_Copia_221	1.0	1.4125237e-13	1.0988623e-17
ClassI_LTR_Copia_222	0.998417	0.0015817413	1.1640226e-06
ClassI_LTR_Copia_223	0.02361867	0.97638035	9.0092584e-07
ClassI_LTR_Copia_224	1.0	3.6533485e-20	1.3686741e-23
ClassI_LTR_Copia_225	0.9052043	0.09476845	2.717527e-05
ClassI_LTR_Copia_226	0.80609906	0.19132166	0.0025793088
ClassI_LTR_Copia_227	0.99999785	2.194958e-06	2.9656158e-09
ClassI_LTR_Copia_228	0.99999845	1.5906761e-06	8.732422e-10
ClassI_LTR_Copia_229	1.0	1.2262884e-09	1.0184619e-11
ClassI_LTR_Copia_230	0.97531134	0.024390271	0.00029837608
ClassI_LTR_Copia_231	1.0	4.211298e-15	5.1668254e-21
ClassI_LTR_Copia_232	0.9999809	1.9131874e-05	5.2919863e-10
ClassI_LTR_Copia_233	1.0	1.2432292e-08	2.192276e-12
ClassI_LTR_Copia_234	0.9984804	0.001503062	1.6560927e-05
ClassI_LTR_Copia_235	0.9984681	0.0015169057	1.4993118e-05
ClassI_LTR_Copia_236	1.0	5.219238e-15	7.6140905e-19
ClassI_LTR_Copia_237	0.9941882	0.0058118375	4.438507e-08
ClassI_LTR_Copia_238	0.9995372	5.023027e-05	0.00041251775
ClassI_LTR_Copia_239	0.84195185	0.15731071	0.0007374285
ClassI_LTR_Copia_240	0.99983156	0.00016844126	4.495469e-08
ClassI_LTR_Copia_241	0.9999957	4.3372215e-06	3.2221392e-11
ClassI_LTR_Copia_242	1.0	2.6333923e-08	1.1089446e-15
ClassI_LTR_Copia_243	0.99090487	0.009095057	1.1776394e-07
ClassI_LTR_Copia_244	1.0	2.2653593e-12	2.3173524e-19
ClassI_LTR_Copia_245	0.9760202	0.023978705	1.0389897e-06
ClassI_LTR_Copia_246	0.94203746	0.051665884	0.0062966063
ClassI_LTR_Copia_247	0.9999875	1.2396495e-05	1.09080204e-07
ClassI_LTR_Copia_248	0.99464875	0.0053447415	6.5384706e-06
ClassI_LTR_Copia_249	0.6905579	0.3092061	0.00023604903
ClassI_LTR_Copia_250	0.9999225	7.676064e-05	6.858158e-07
ClassI_LTR_Copia_251	0.9999331	6.680775e-05	1.1015854e-07
ClassI_LTR_Copia_252	0.99431086	0.005684343	4.739964e-06
ClassI_LTR_Copia_253	0.9997764	0.00022358749	3.800867e-08
ClassI_LTR_Copia_254	0.097539425	0.70980424	0.19265634
ClassI_LTR_Copia_255	0.9996563	0.0002914774	5.224202e-05
ClassI_LTR_Copia_256	0.99999785	2.108796e-06	2.1278104e-09
ClassI_LTR_Copia_257	1.0	9.934552e-11	2.0323984e-16
ClassI_LTR_Copia_258	1.0	8.101769e-16	1.0250956e-19
ClassI_LTR_Copia_259	0.99996936	3.0577074e-05	1.1631863e-11
ClassI_LTR_Copia_260	0.99934703	0.0006526549	3.6678574e-07
ClassI_LTR_Copia_261	1.0	3.7037554e-11	4.8075245e-16
ClassI_LTR_Copia_262	1.0	1.9102098e-11	5.9728388e-18
ClassI_LTR_Copia_263	0.99531686	0.0046818675	1.2551062e-06
ClassI_LTR_Copia_264	0.9297379	0.070261225	8.0358035e-07
ClassI_LTR_Copia_265	0.812682	0.187315	3.0366152e-06
ClassI_LTR_Copia_266	0.99999094	9.110522e-06	4.3259663e-09
ClassI_LTR_Copia_267	0.9999999	1.08422974e-07	4.3535318e-11
ClassI_LTR_Copia_268	0.99999106	5.803972e-06	3.0918727e-06
ClassI_LTR_Copia_269	1.0	1.1698498e-08	9.507377e-14
ClassI_LTR_Copia_270	1.0	6.842495e-16	4.1452495e-22
ClassI_LTR_Copia_271	1.0	1.5246755e-11	5.089257e-16
ClassI_LTR_Copia_272	0.9999999	6.437439e-08	8.972126e-14
ClassI_LTR_Copia_273	1.0	6.4668115e-09	2.5183573e-15
ClassI_LTR_Copia_274	0.9999554	4.4580884e-05	4.4837794e-08
ClassI_LTR_Copia_275	0.99801755	0.0019822344	1.9640585e-07
ClassI_LTR_Copia_276	1.0	1.4788872e-09	7.61399e-15
ClassI_LTR_Copia_277	0.99954164	0.00045835396	4.346881e-08
ClassI_LTR_Copia_278	0.79258376	0.20741627	5.2415133e-10
ClassI_LTR_Copia_279	0.69762504	0.3023743	7.62974e-07
ClassI_LTR_Copia_280	1.0	5.4037096e-12	1.3114281e-18
ClassI_LTR_Copia_281	1.0	2.7784099e-12	1.6002838e-14
ClassI_LTR_Copia_282	0.9999949	5.164843e-06	1.8274583e-09
ClassI_LTR_Copia_283	1.0	3.9831915e-16	6.910416e-21
ClassI_LTR_Copia_284	0.99999964	3.5124748e-07	2.8832985e-11
ClassI_LTR_Copia_285	1.0	1.2168322e-15	3.766817e-20
ClassI_LTR_Copia_286	1.0	6.2433935e-15	5.750657e-21
ClassI_LTR_Copia_287	1.0	1.5714994e-15	2.1893483e-22
ClassI_LTR_Copia_288	1.0	3.1407565e-09	1.5089834e-11
ClassI_LTR_Copia_289	0.9995535	0.00039670613	4.978736e-05
ClassI_LTR_Copia_290	1.0	2.996868e-09	6.476229e-13
ClassI_LTR_Copia_291	0.79864794	0.20135099	1.1522474e-06
ClassI_LTR_Copia_292	0.7141346	0.28568065	0.00018479288
ClassI_LTR_Copia_293	0.48986167	0.5099318	0.00020648829
ClassI_LTR_Copia_294	1.0	1.0341694e-10	4.5708668e-15
ClassI_LTR_Copia_295	0.9720035	0.027708841	0.00028754145
ClassI_LTR_Copia_296	0.99999917	8.473287e-07	5.663688e-10
ClassI_LTR_Copia_297	1.0	1.0137933e-14	1.6688216e-18
ClassI_LTR_Copia_298	0.04049643	0.90675616	0.05274741
ClassI_LTR_Copia_299	0.9999999	1.584434e-07	4.7346432e-12
ClassI_LTR_Copia_300	0.97558695	0.024413083	1.117701e-08
ClassI_LTR_Copia_301	0.99999976	2.8166312e-07	1.281067e-12
ClassI_LTR_Copia_302	1.0	6.256633e-09	3.7897575e-15
ClassI_LTR_Copia_303	0.7302981	0.2696696	3.2279546e-05
ClassI_LTR_Copia_304	1.0	1.5284678e-17	9.3504794e-23
ClassI_LTR_Copia_305	0.96253055	0.03461858	0.002850906
ClassI_LTR_Copia_306	1.0	5.180862e-12	3.4400994e-15
ClassI_LTR_Copia_307	0.99929965	0.00070006814	2.5241513e-07
ClassI_LTR_Copia_308	0.99823916	0.0017587817	2.079489e-06
ClassI_LTR_Copia_309	0.93128526	0.06871452	2.0496304e-07
ClassI_LTR_Copia_310	0.9918715	0.008127471	1.0577573e-06
ClassI_LTR_Copia_311	1.0	2.696521e-15	3.3868362e-19
ClassI_LTR_Copia_312	0.999345	0.00065494806	1.594632e-08
ClassI_LTR_Copia_313	0.48986167	0.5099318	0.00020648829
ClassI_LTR_Copia_314	0.9998522	0.00014780069	1.8236923e-08
ClassI_LTR_Copia_315	0.96029246	0.039707366	1.01705886e-07
ClassI_LTR_Copia_316	0.006796707	0.9932033	5.829673e-08
ClassI_LTR_Copia_317	1.0	1.9790838e-12	2.78984e-18
ClassI_LTR_Copia_318	0.9998522	0.00014780069	1.8236923e-08
ClassI_LTR_Copia_319	0.0010568416	0.99312675	0.0058163754
ClassI_LTR_Copia_320	0.16889462	0.83109415	1.1169496e-05
ClassI_LTR_Copia_321	0.10549616	0.8940977	0.0004061083
ClassI_LTR_Copia_322	0.8244532	0.17554353	3.3434897e-06
ClassI_LTR_Copia_323	1.0	3.0017085e-16	2.2815175e-22
ClassI_LTR_Copia_324	1.0	3.0148467e-17	8.753418e-24
ClassI_LTR_Copia_325	1.0	3.1769559e-12	4.7088e-18
ClassI_LTR_Copia_326	0.9999995	4.6643444e-07	4.1356087e-09
ClassI_LTR_Copia_327	0.9744504	0.025539014	1.05252875e-05
ClassI_LTR_Copia_328	1.0	2.3492927e-08	4.0743136e-13
ClassI_LTR_Copia_329	0.9999995	5.306061e-07	7.4052084e-11
ClassI_LTR_Copia_330	0.9999682	3.180228e-05	6.6288774e-09
ClassI_LTR_Copia_331	1.0	5.4791227e-11	8.935328e-17
ClassI_LTR_Copia_332	0.79855394	0.19539315	0.0060529285
ClassI_LTR_Copia_333	0.99999344	6.5640006e-06	1.05139446e-10
ClassI_LTR_Copia_334	0.72189784	0.2781019	2.687179e-07
ClassI_LTR_Copia_335	0.9952265	0.004765877	7.5827975e-06
ClassI_LTR_Copia_336	0.13080579	0.8691941	1.1682598e-07
ClassI_LTR_Copia_337	0.999749	0.00025098116	1.1945164e-10
ClassI_LTR_Copia_338	0.97822785	0.017993374	0.0037788062
ClassI_LTR_Copia_339	0.6965754	0.30341762	7.016327e-06
ClassI_LTR_Gypsy_340	1.0	3.1547862e-10	6.079466e-14
ClassI_LTR_Gypsy_341	0.4591058	0.54089254	1.6854399e-06
ClassI_LTR_Gypsy_342	0.99654526	0.0034547497	1.4380277e-08
ClassI_LTR_Gypsy_343	1.0	3.0950828e-14	1.5227869e-18
ClassI_LTR_Gypsy_344	0.9999398	6.0239443e-05	9.2031416e-10
ClassI_LTR_Gypsy_345	1.0	4.6210825e-21	1.835063e-22
ClassI_LTR_Gypsy_346	1.0	9.152425e-13	2.0151657e-10
ClassI_LTR_Gypsy_347	0.102053	0.89791745	2.9550394e-05
ClassI_LTR_Gypsy_348	0.99727935	0.0027207292	1.5326016e-08
ClassI_LTR_Gypsy_349	0.97843367	0.021566313	1.8706608e-08
ClassI_LTR_Gypsy_350	0.99992716	7.254533e-05	2.2093889e-07
ClassI_LTR_Gypsy_351	0.9999757	2.4286363e-05	2.049661e-08
ClassI_LTR_Gypsy_352	0.9999987	1.3121487e-06	1.2801145e-10
ClassI_LTR_Gypsy_353	1.0	3.329461e-11	1.0692969e-15
ClassI_LTR_Gypsy_354	0.9338009	0.066194706	4.4435806e-06
ClassI_LTR_Gypsy_355	0.99061394	0.009385972	1.5798298e-07
ClassI_LTR_Gypsy_356	0.99999106	8.936372e-06	2.9982575e-10
ClassI_LTR_Gypsy_357	0.9999995	5.175757e-07	1.6074624e-11
ClassI_LTR_Gypsy_358	1.0	2.4348563e-17	1.0424303e-20
ClassI_LTR_Gypsy_359	0.9999999	1.6899862e-07	9.13521e-13
ClassI_LTR_Gypsy_360	1.0	5.7361255e-08	3.0182374e-12
ClassI_LTR_Gypsy_361	0.9999989	1.11384e-06	9.6685975e-12
ClassI_LTR_Gypsy_362	0.99457777	0.0054222355	4.7951392e-08
ClassI_LTR_Gypsy_363	0.9999902	9.798114e-06	3.523291e-11
ClassI_LTR_Gypsy_364	1.0	2.7024512e-16	6.7816065e-17
ClassI_LTR_Gypsy_365	1.0	1.3667846e-13	4.319376e-13
ClassI_LTR_Gypsy_366	1.0	1.03127224e-13	5.0048377e-15
ClassI_LTR_Gypsy_367	0.9983107	0.0016892222	7.798483e-08
ClassI_LTR_Gypsy_368	1.0	9.7115605e-12	5.9394e-16
ClassI_LTR_Gypsy_369	0.9806296	0.019367138	3.2281448e-06
ClassI_LTR_Gypsy_370	0.98087907	0.019119784	1.1616276e-06
ClassI_LTR_Gypsy_371	0.9999993	7.487898e-07	2.0117612e-18
ClassI_LTR_Gypsy_372	1.0	8.809008e-09	1.1502798e-11
ClassI_LTR_Gypsy_373	0.88169503	0.11760693	0.00069797615
ClassI_LTR_Gypsy_374	1.0	4.002742e-12	1.2179756e-21
ClassI_LTR_Gypsy_375	0.9999995	4.3403062e-07	3.2459897e-09
ClassI_LTR_Gypsy_376	0.99999845	1.5344475e-06	8.777247e-16
ClassI_LTR_Gypsy_377	1.0	1.1639017e-10	2.3136952e-08
ClassI_LTR_Gypsy_378	0.9999758	2.4258241e-05	1.489589e-09
ClassI_LTR_Gypsy_379	0.8592774	0.14067385	4.8770104e-05
ClassI_LTR_Gypsy_380	1.0	6.9944606e-14	1.6459471e-11
ClassI_LTR_Gypsy_381	0.93998116	0.059752397	0.00026650875
