TE_name	ClassII_DNA_TcMar	ClassII_DNA_hAT	ClassII_DNA_Mutator	ClassII_DNA_P	ClassII_DNA_Harbinger	ClassII_DNA_CACTA
ClassI_LTR_Gypsy_501	0.29689503	0.7023023	0.00047128196	4.7094927e-05	2.6030334e-06	0.00028168477
ClassI_LTR_Gypsy_504	0.9984084	0.0015916411	2.3091316e-12	1.6437466e-12	2.6223657e-11	5.6770783e-11
ClassI_LTR_Gypsy_510	0.41998965	0.25019184	0.06622775	0.026198572	0.1018655	0.13552672
ClassI_LTR_Gypsy_516	0.6077825	0.13874438	0.24184863	5.6527227e-08	0.011604138	2.0216017e-05
ClassI_LTR_Gypsy_524	0.00070750416	0.4180791	0.012158392	0.0001790508	0.0005042383	0.5683718
ClassI_LTR_Gypsy_528	0.0037678913	0.9946765	0.0014843259	7.292836e-06	5.8364138e-05	5.6287313e-06
ClassI_LTR_Gypsy_533	0.1568646	0.34883446	0.047457024	0.07676283	0.20360833	0.1664727
ClassI_LTR_Gypsy_534	0.23067635	0.7343321	0.0009955297	4.0931077e-06	0.0339768	1.5213079e-05
ClassI_LTR_Gypsy_549	0.0020613507	0.0103464825	0.00012892003	4.994624e-05	0.987265	0.00014831644
ClassI_LTR_Gypsy_551	0.008026006	0.36006984	0.08611664	0.002953815	0.51765287	0.025180895
ClassI_LTR_Gypsy_569	0.46754035	0.0050968872	0.5129946	3.9819165e-06	0.01400425	0.0003598927
ClassI_LTR_Gypsy_570	0.054348074	0.93484354	0.0055238833	0.002437679	5.2517935e-05	0.0027944092
ClassI_LTR_Gypsy_585	0.008791315	0.0085999835	2.357646e-05	7.5028215e-09	0.9825851	4.0142577e-08
ClassI_LTR_Gypsy_590	0.0012606676	0.28631136	0.57965803	0.0030398986	0.0094535155	0.120276526
ClassI_LTR_Gypsy_632	0.99993646	1.6374794e-05	6.6827346e-07	2.7062557e-09	3.1129198e-06	4.33566e-05
ClassI_LTR_Gypsy_640	0.26161665	0.6886432	0.0039299987	0.0011814019	0.031610433	0.013018249
ClassI_LTR_Gypsy_658	2.5202524e-05	0.9951238	0.004826766	2.7470988e-09	1.609855e-06	2.2610386e-05
ClassI_LTR_Gypsy_664	0.0071603386	0.9914125	0.0005498232	2.4074141e-05	0.0007511957	0.000101976155
ClassI_LTR_Gypsy_675	0.0044198185	0.63725805	0.34053436	8.879893e-05	0.01600893	0.0016900471
ClassI_LTR_Gypsy_679	0.056835815	0.19756347	0.6371146	0.00028624354	0.08520768	0.022992194
ClassI_LTR_Gypsy_687	0.015266614	0.46704346	0.39211783	0.0010042776	0.087320305	0.03724751
ClassI_LTR_Gypsy_688	0.95907325	0.04015187	2.1101057e-05	0.000121853474	2.7699412e-05	0.00060427963
ClassI_LTR_Gypsy_694	0.1169412	0.34715852	0.011367189	0.00017224548	4.074819e-05	0.52432007
ClassI_LTR_Gypsy_705	0.051657643	0.2892854	0.04847501	0.0048362496	0.51072115	0.09502457
ClassI_LTR_Gypsy_711	0.06563775	0.0076543377	0.92670727	6.2764918e-09	1.4219239e-09	6.5590723e-07
ClassI_LTR_Gypsy_713	0.8881385	0.08705248	0.004412526	0.00013095801	0.009238068	0.011027529
ClassI_LTR_Gypsy_717	0.1046214	0.8202796	0.0034426036	0.0022299497	0.0026881006	0.066738345
ClassI_LTR_Gypsy_718	0.2713046	0.3979641	0.20962366	0.002030054	0.09795064	0.02112692
ClassI_LTR_Gypsy_719	0.06716166	0.04456397	0.030084325	0.00693281	0.80364656	0.04761071
ClassI_LTR_Gypsy_736	0.00039968005	0.92176044	0.04086126	1.2500131e-05	0.029747035	0.0072190696
ClassI_LTR_Gypsy_739	0.056160465	0.07792273	0.035643786	0.049784407	0.71526825	0.06522034
ClassI_LTR_Gypsy_760	0.42205513	0.47178543	0.018378476	0.011779662	0.029175512	0.046825785
ClassI_LTR_Gypsy_772	0.023054859	0.8564209	0.09419332	0.0018823073	0.0008260287	0.023622645
ClassI_LTR_Gypsy_774	0.10654671	0.1671178	0.46055147	0.00059712003	0.26314196	0.0020449832
ClassI_LTR_Gypsy_790	0.13075112	0.05042293	0.017538913	2.8056127e-06	0.80109495	0.00018931711
ClassI_LTR_Gypsy_794	0.0055029024	0.7135497	0.014154736	0.0017710835	0.016674217	0.24834739
ClassI_LTR_Gypsy_825	0.92739403	0.07258485	4.1755798e-06	1.1215688e-08	1.6921034e-05	3.249257e-08
ClassI_LTR_Gypsy_826	0.009588502	0.74532115	0.1748786	0.00016134487	0.000673902	0.06937649
ClassI_LTR_Gypsy_831	0.12520297	0.24299282	0.03743894	0.00062281353	0.5849595	0.008782906
ClassII_DNA_TcMar_837	0.99999964	3.6344215e-07	2.3175215e-10	4.2482965e-14	2.749929e-08	2.9230337e-11
ClassII_DNA_TcMar_838	0.9999999	5.6360378e-11	1.5317425e-09	2.1334307e-13	7.24033e-09	1.6386174e-07
ClassII_DNA_TcMar_839	0.9994342	0.00028416648	5.094487e-06	2.467724e-07	0.00027471085	1.5508869e-06
ClassII_DNA_TcMar_840	0.9984055	0.001072732	0.000511243	1.4817365e-06	6.6369917e-06	2.454226e-06
ClassII_DNA_TcMar_841	0.9995776	0.00035714594	1.6637587e-05	6.1310598e-06	1.8111983e-05	2.444233e-05
ClassII_DNA_TcMar_842	0.9999974	2.6488685e-06	6.910177e-09	1.7322913e-12	1.05614795e-10	4.146239e-09
ClassII_DNA_TcMar_843	0.9994978	0.00015443702	4.0078605e-05	4.9642466e-08	0.0002904265	1.7349825e-05
ClassII_DNA_TcMar_844	0.9955153	0.0044847596	1.3924638e-11	3.908134e-09	4.957865e-09	8.35006e-09
ClassII_DNA_TcMar_845	0.99999785	2.1857668e-06	7.27298e-09	1.37914e-12	1.9663157e-13	3.7194814e-09
ClassII_DNA_TcMar_846	0.99999464	3.1293144e-08	1.2608876e-07	7.393162e-11	8.6270745e-08	5.119198e-06
ClassII_DNA_TcMar_847	0.99999654	3.4726104e-06	6.604669e-13	2.8822214e-12	9.802571e-11	8.06721e-10
ClassII_DNA_TcMar_848	0.9841525	0.015294472	3.696156e-06	2.734012e-06	0.0005415082	4.9967225e-06
ClassII_DNA_TcMar_849	0.25359625	0.7191407	0.0028030686	0.002205901	7.5839635e-05	0.022178216
ClassII_DNA_TcMar_850	0.99987686	0.00012314867	4.0583767e-10	1.12088026e-10	4.2441958e-10	5.9260508e-09
ClassII_DNA_TcMar_851	0.99999166	3.009877e-06	2.876363e-07	3.144223e-10	3.98338e-06	1.163668e-06
ClassII_DNA_TcMar_852	0.99948174	0.00051816984	5.5047944e-09	3.0262196e-10	7.796841e-08	1.2460403e-08
ClassII_DNA_TcMar_853	0.9983961	0.0016038187	1.9510644e-09	2.7675489e-08	1.5339864e-09	6.160499e-08
ClassII_DNA_TcMar_854	0.99999976	1.8212926e-07	4.4756747e-11	7.241744e-15	9.333384e-13	2.8033844e-13
ClassII_DNA_TcMar_855	0.99999774	2.2278039e-06	5.0209636e-16	1.02837415e-14	2.9198147e-10	1.3338314e-14
ClassII_DNA_TcMar_856	0.99950457	0.00031479867	2.6753543e-07	1.7152207e-07	0.0001799005	3.4044228e-07
ClassII_DNA_TcMar_857	0.9490809	0.00019817927	0.0048612077	6.362427e-07	0.044109713	0.0017492814
ClassII_DNA_TcMar_858	0.72401476	0.27597085	1.1802663e-06	5.005262e-06	3.679543e-08	8.219436e-06
ClassII_DNA_TcMar_859	0.99972934	0.00027019886	1.16079654e-07	1.373612e-08	3.779325e-07	2.9437917e-08
ClassII_DNA_TcMar_860	0.9999995	5.1681707e-07	4.4715306e-13	4.5364014e-15	2.1533948e-11	3.4061259e-12
ClassII_DNA_TcMar_861	0.0014423515	0.12659581	2.5394924e-05	0.00012376904	0.87117636	0.0006363343
ClassII_DNA_TcMar_862	0.99775416	0.0008669187	7.584933e-05	4.2668464e-07	0.0012977343	4.7416233e-06
ClassII_DNA_TcMar_863	0.97888935	0.011999969	0.007858215	2.4416817e-05	7.663953e-05	0.0011513731
ClassII_DNA_TcMar_864	0.29823285	0.5788971	4.803337e-05	0.00026594065	0.122496024	5.9974926e-05
ClassII_DNA_TcMar_865	0.99911433	0.00088544143	7.142863e-10	6.580103e-09	2.0377661e-07	5.3636885e-08
ClassII_DNA_TcMar_866	0.9989286	0.0010714261	1.8624727e-10	1.0317775e-10	1.942023e-08	1.8139795e-09
ClassII_DNA_TcMar_867	0.99969673	6.738614e-05	4.6748694e-09	2.9774877e-11	0.00023581908	8.3056136e-08
ClassII_DNA_TcMar_868	0.9999262	2.012179e-06	2.635594e-05	1.0367227e-08	2.8113213e-06	4.2587453e-05
ClassII_DNA_TcMar_869	0.99999547	4.2840175e-06	1.3034002e-10	2.3090454e-13	2.2796041e-07	7.2372217e-12
ClassII_DNA_TcMar_870	0.9937337	0.005602983	0.00013416856	3.4831937e-05	0.0002498277	0.0002443397
ClassII_DNA_TcMar_871	0.9999914	5.753965e-06	1.6441707e-06	1.3392434e-09	7.672351e-08	1.0233862e-06
ClassII_DNA_TcMar_872	1.0	1.2620222e-08	1.679476e-12	3.6527667e-18	8.627119e-12	1.2096627e-12
ClassII_DNA_TcMar_873	0.99999046	9.443519e-06	4.383167e-08	8.505125e-11	1.16111075e-07	2.554323e-09
ClassII_DNA_TcMar_874	0.99999034	9.340702e-06	6.011648e-08	1.4718693e-12	2.3360295e-07	2.5225266e-10
ClassII_DNA_TcMar_875	0.9999701	1.0044602e-06	2.1188005e-06	2.518184e-09	1.7047892e-05	9.773195e-06
ClassII_DNA_TcMar_876	1.0	3.7854635e-09	1.1669538e-10	5.10857e-13	5.1545057e-12	1.002099e-10
ClassII_DNA_TcMar_877	0.9997973	0.00020043492	1.4803039e-06	2.9044378e-11	8.13483e-07	3.7382493e-09
ClassII_DNA_TcMar_878	0.86407566	0.13592437	1.7490379e-10	1.820821e-11	1.5121462e-09	6.5618355e-10
ClassII_DNA_TcMar_879	0.98701537	0.012912483	1.363244e-06	1.8551241e-06	6.813079e-05	7.5861124e-07
ClassII_DNA_TcMar_880	0.99963725	0.0003608636	3.1071264e-07	2.5001853e-10	1.5161328e-06	3.3546115e-08
ClassII_DNA_TcMar_881	0.9757725	0.02407045	1.2933573e-05	1.8396626e-05	6.538861e-05	6.0363887e-05
ClassII_DNA_TcMar_882	0.9670408	0.032556783	1.1523166e-06	2.0596788e-05	1.4234639e-06	0.0003792463
ClassII_DNA_TcMar_883	0.9992343	1.7841564e-06	0.0007429273	3.6744293e-08	1.5892583e-05	5.1584498e-06
ClassII_DNA_TcMar_884	0.999777	0.0002228806	2.722931e-08	3.0373197e-11	8.008831e-09	6.30453e-08
ClassII_DNA_TcMar_885	0.99697804	0.0018760999	1.6721127e-06	4.0672387e-07	0.001118798	2.4916486e-05
ClassII_DNA_TcMar_886	0.9999249	7.50243e-05	2.1844808e-09	4.800304e-11	2.2506235e-09	1.01488354e-07
ClassII_DNA_TcMar_887	0.9999995	4.359534e-07	4.635898e-08	1.8899628e-13	1.8829439e-12	2.6706182e-09
ClassII_DNA_TcMar_888	0.9999976	5.259279e-07	1.5838223e-06	1.4679737e-13	3.3684432e-07	1.479826e-09
ClassII_DNA_TcMar_889	0.9999695	2.909838e-05	9.631552e-07	8.903377e-10	7.657388e-08	3.414804e-07
ClassII_DNA_TcMar_890	0.999972	1.3955228e-05	5.569156e-08	2.6364104e-11	1.4078569e-05	5.04839e-10
ClassII_DNA_hAT_891	1.45685e-09	0.9999956	1.5729211e-06	8.133576e-10	2.556966e-07	2.6749553e-06
ClassII_DNA_hAT_892	8.580468e-08	0.99950635	0.0004046445	2.7250837e-07	5.7789305e-07	8.801872e-05
ClassII_DNA_hAT_893	0.0073584523	0.99263257	5.625823e-08	1.7156971e-08	3.114986e-08	8.968649e-06
ClassII_DNA_hAT_894	0.0003568131	0.9986394	0.0009948456	1.4655483e-07	3.9344163e-06	4.940326e-06
ClassII_DNA_hAT_895	1.2122445e-12	0.99999964	2.163779e-07	1.5077024e-15	4.3518286e-11	1.5265259e-07
ClassII_DNA_hAT_896	0.00034235208	0.9996574	5.1320517e-09	2.1471327e-09	1.2442256e-09	2.9374175e-07
ClassII_DNA_hAT_897	0.0012066504	0.99871933	1.9409825e-05	6.497343e-06	5.015476e-07	4.7617632e-05
ClassII_DNA_hAT_898	0.00012469802	0.9988714	0.00082566106	6.9341154e-06	5.5253754e-06	0.00016585774
ClassII_DNA_hAT_899	0.11425377	0.88451636	0.0007667476	1.1246027e-05	0.00017831783	0.00027349096
ClassII_DNA_hAT_900	6.702177e-06	0.99435896	7.757885e-08	1.05436925e-07	0.0056340313	7.404712e-09
ClassII_DNA_hAT_901	3.725914e-07	0.9999995	2.0216142e-09	4.724986e-13	6.5948885e-11	8.989109e-08
ClassII_DNA_hAT_902	5.543507e-06	0.9930332	7.683802e-05	3.9769708e-05	0.0035987871	0.0032457898
ClassII_DNA_hAT_903	0.045534186	0.95135957	0.0030754854	9.239998e-06	1.8724618e-06	1.9718502e-05
ClassII_DNA_hAT_904	0.02925168	0.9451534	0.0022374296	0.0064034266	0.0008259918	0.016128108
ClassII_DNA_hAT_905	0.0008144861	0.9991059	7.410596e-05	3.4457757e-06	8.0034556e-07	1.1380228e-06
ClassII_DNA_hAT_906	3.1427394e-17	1.0	1.4984743e-19	4.6815712e-20	1.5223523e-13	1.5523324e-22
ClassII_DNA_hAT_907	3.0650216e-10	0.99999976	2.6381576e-08	1.04083395e-10	8.846149e-09	2.250822e-07
ClassII_DNA_hAT_908	5.4370084e-06	0.99879766	1.4954876e-05	8.884133e-05	0.00069632445	0.0003967174
ClassII_DNA_hAT_909	4.0849514e-05	0.999897	1.3532997e-05	1.2830489e-07	1.4589032e-05	3.385452e-05
ClassII_DNA_hAT_910	8.6822475e-08	0.99915266	1.3731732e-08	4.6930526e-10	0.00084727665	5.17123e-09
ClassII_DNA_hAT_911	1.625507e-06	0.9999925	7.696665e-07	6.2760525e-10	4.2575593e-06	7.849875e-07
ClassII_DNA_hAT_912	0.01013189	0.94376534	0.003843331	0.0022615518	0.034049563	0.0059482665
ClassII_DNA_hAT_913	0.00020623418	0.9994324	0.00022082757	4.8974493e-07	3.3755183e-05	0.00010633901
ClassII_DNA_hAT_914	1.6220744e-10	0.99999964	3.9188447e-07	3.609169e-11	5.134651e-09	3.3223092e-08
ClassII_DNA_hAT_915	2.3800249e-05	0.99989736	2.4584662e-07	2.1650964e-08	7.8423305e-08	7.839763e-05
ClassII_DNA_hAT_916	0.00011184386	0.99988747	1.7626066e-07	1.0413462e-07	1.0621644e-07	3.8476364e-07
ClassII_DNA_hAT_917	8.224607e-05	0.9995339	0.00028460682	3.6308344e-07	1.3367428e-05	8.5517e-05
ClassII_DNA_hAT_918	2.5505497e-07	0.9999989	3.716337e-09	1.9965699e-10	8.7877027e-07	5.0314366e-09
ClassII_DNA_hAT_919	0.00026946588	0.9996927	3.620025e-05	7.672225e-08	4.8280597e-09	1.5687106e-06
ClassII_DNA_hAT_920	0.0001413748	0.9998223	9.747258e-07	1.6457372e-10	3.5456425e-05	4.4181223e-09
ClassII_DNA_hAT_921	6.9799544e-06	0.99994636	7.162262e-06	1.575506e-07	3.9145354e-05	2.6541534e-07
ClassII_DNA_hAT_922	0.00027580303	0.99811256	0.0009858512	1.4721954e-06	0.0005697298	5.4607095e-05
ClassII_DNA_hAT_923	2.2199438e-05	0.99065876	4.719882e-05	4.3637665e-05	0.006676681	0.0025514031
ClassII_DNA_hAT_924	0.0010806932	0.9989052	1.3847343e-06	5.6599376e-08	1.06176685e-05	2.125357e-06
ClassII_DNA_hAT_925	0.0071851416	0.99281466	9.47632e-09	4.012377e-11	1.5303578e-07	6.4994596e-09
ClassII_DNA_hAT_926	0.0001243455	0.9996018	2.8905017e-08	2.4431467e-06	2.4430827e-05	0.00024694036
ClassII_DNA_hAT_927	1.19221795e-05	0.99998236	5.3929484e-06	1.7109448e-08	2.8522614e-08	3.9984354e-07
ClassII_DNA_hAT_928	5.5876142e-05	0.9999434	9.420235e-14	1.6757437e-11	7.075096e-07	2.0045854e-11
ClassII_DNA_hAT_929	0.0010579019	0.998889	1.7059785e-06	8.551098e-07	3.9636713e-08	5.0634888e-05
ClassII_DNA_hAT_930	2.1116255e-05	0.9999753	2.686154e-06	5.8466814e-09	2.347668e-07	6.260472e-07
ClassII_DNA_hAT_931	3.1889926e-05	0.9913209	0.007297551	1.2790858e-06	1.6907612e-05	0.0013314629
ClassII_DNA_hAT_932	0.0030618962	0.93813616	0.0047405604	8.215659e-05	0.05378622	0.0001929628
ClassII_DNA_hAT_933	3.378093e-05	0.9999181	1.7744771e-05	6.3755583e-09	2.925423e-05	1.1899157e-06
ClassII_DNA_hAT_934	0.025641628	0.97290456	0.0009299864	6.216199e-05	1.5020767e-05	0.00044649583
ClassII_DNA_hAT_935	2.2705462e-06	0.99999523	1.4214638e-06	7.880673e-07	4.788943e-08	2.0349077e-07
ClassII_DNA_hAT_936	2.354319e-12	0.9999993	1.4462872e-13	1.3626586e-12	7.386939e-07	1.4371996e-12
ClassII_DNA_hAT_937	0.00090997375	0.9990496	1.1287175e-06	1.51693675e-05	1.02598415e-05	1.3962248e-05
ClassII_DNA_hAT_938	0.0011508359	0.9977985	0.00043140256	1.5780448e-05	3.8677662e-08	0.0006034091
ClassII_DNA_hAT_939	2.939728e-07	0.99999917	1.615136e-07	9.71555e-09	3.3227575e-08	4.551499e-07
ClassII_DNA_hAT_940	0.0011991264	0.99879324	1.1055463e-06	9.375744e-07	5.6446856e-06	5.105718e-08
ClassII_DNA_hAT_941	0.0004038123	0.9935294	0.004464619	5.9618746e-06	0.00095820485	0.0006381639
ClassII_DNA_hAT_942	3.9592333e-08	0.99999976	1.8598783e-07	4.4796953e-12	3.143276e-11	5.3706817e-09
ClassII_DNA_hAT_943	0.0003927477	0.9992913	6.247372e-05	3.4645316e-05	1.541551e-08	0.00021878855
ClassII_DNA_hAT_944	0.0005682575	0.99847895	0.0005075333	7.560137e-05	0.0002985909	7.102457e-05
ClassII_DNA_hAT_945	7.736294e-12	1.0	3.1281638e-14	1.151072e-15	9.470343e-15	1.2804469e-12
ClassII_DNA_hAT_946	0.002713356	0.97803307	0.012100787	0.0017996252	0.00023678117	0.0051163686
ClassII_DNA_hAT_947	6.450164e-07	0.99999917	3.1813603e-09	2.4335338e-11	3.8901764e-12	2.2234038e-07
ClassII_DNA_hAT_948	0.036866374	0.96209145	8.725157e-05	0.00022155224	8.0762264e-05	0.0006525898
ClassII_DNA_hAT_949	2.1135593e-06	0.9999976	2.7889206e-07	3.4901287e-11	4.6551207e-10	5.298875e-09
ClassII_DNA_CACTA_990	3.4390234e-15	6.852447e-16	1.9078395e-11	1.7280599e-18	1.1063835e-16	1.0
ClassII_DNA_CACTA_991	0.0018953363	3.7289596e-05	0.00047515018	0.00023652344	4.3209067e-05	0.99731255
ClassII_DNA_CACTA_992	5.368192e-07	9.3050846e-07	1.8622251e-06	9.058042e-09	3.7762784e-09	0.99999666
ClassII_DNA_CACTA_993	2.613743e-18	6.446294e-13	1.0449895e-14	4.7148995e-23	3.9196072e-19	1.0
ClassII_DNA_CACTA_994	0.00024045327	0.0005209854	6.751339e-05	3.4840824e-07	0.00027714617	0.99889356
ClassII_DNA_CACTA_995	0.00012289578	0.00068556	6.5421955e-05	5.7927544e-05	3.240732e-05	0.99903584
ClassII_DNA_CACTA_996	0.0013088479	0.0028696253	0.00063364406	2.171153e-06	0.000103565944	0.99508214
ClassII_DNA_CACTA_997	4.5025717e-14	8.20908e-13	2.0271685e-08	5.878223e-17	1.3577489e-15	1.0
ClassII_DNA_CACTA_998	0.00018939475	0.0034584117	0.004426505	2.0365951e-05	2.8779708e-05	0.9918765
ClassII_DNA_CACTA_999	3.9411262e-07	3.1430956e-09	2.8404918e-06	2.1553542e-10	1.4352183e-08	0.9999968
ClassII_DNA_CACTA_1000	1.1541146e-15	1.3845427e-13	6.9550763e-12	8.077871e-19	1.6350665e-16	1.0
ClassII_DNA_CACTA_1001	2.5015828e-07	0.0007076407	0.00012042759	1.0893752e-06	7.639233e-06	0.9991629
ClassII_DNA_CACTA_1002	0.0001000963	9.5825315e-05	0.0005687436	2.5713857e-06	2.646391e-05	0.99920636
ClassII_DNA_CACTA_1003	0.0004084995	0.0002030312	0.0073572276	2.313357e-06	0.00022476248	0.9918041
ClassII_DNA_CACTA_1004	0.0006670993	0.0007781321	1.673368e-05	2.8566386e-05	0.0003961257	0.9981134
ClassII_DNA_CACTA_1005	4.91226e-08	2.3705438e-08	5.0903658e-05	1.2835581e-08	4.141523e-10	0.999949
ClassII_DNA_CACTA_1006	4.1832374e-19	4.001358e-17	2.989299e-16	6.3380773e-25	1.33503626e-17	1.0
ClassII_DNA_CACTA_1007	5.9608885e-18	6.5144296e-15	9.034256e-14	2.1572596e-19	3.3701943e-21	1.0
ClassII_DNA_CACTA_1008	4.799867e-15	6.677646e-15	4.0245314e-11	1.6919887e-17	2.3653977e-16	1.0
ClassII_DNA_CACTA_1009	1.9148708e-08	4.2793297e-07	2.2537604e-05	4.8716963e-08	4.9501608e-08	0.9999769
ClassII_DNA_CACTA_1010	0.040459283	0.11731843	0.4585618	0.034029566	0.063389815	0.28624105
ClassII_DNA_Mutator_1018	0.0008978941	0.00025935355	0.9875668	0.00010621813	5.14327e-07	0.01116922
ClassII_DNA_Mutator_1019	2.1407292e-08	6.9962985e-06	0.9999926	6.584153e-13	3.5769512e-09	3.4978754e-07
ClassII_DNA_Mutator_1020	0.00020125922	0.038771596	0.95903903	2.4546302e-05	8.46304e-06	0.001955062
ClassII_DNA_Mutator_1021	0.081291966	0.07522044	0.7591924	0.0064601824	0.0021348884	0.07570007
ClassII_DNA_Mutator_1022	0.0014735089	0.021166794	0.8638999	0.003615374	0.003186582	0.106657885
ClassII_DNA_Mutator_1023	7.3237027e-07	1.1619562e-05	0.9996655	5.4885246e-10	1.354976e-09	0.0003221655
ClassII_DNA_Mutator_1024	5.9522876e-08	0.00010882701	0.9566819	4.9310376e-07	1.9988613e-06	0.043206673
ClassII_DNA_Mutator_1025	2.7218099e-05	0.0010051212	0.99851507	4.79585e-07	2.4297917e-06	0.00044973922
ClassII_DNA_Mutator_1026	2.8189852e-06	1.7695234e-06	0.99997354	2.1518117e-11	3.915593e-09	2.1959046e-05
ClassII_DNA_Mutator_1027	0.00011181728	6.7496374e-05	0.9998196	3.5139374e-12	1.031502e-06	9.800048e-08
ClassII_DNA_Mutator_1028	2.9612836e-05	0.0006067966	0.9970401	2.3278342e-05	0.00070711644	0.0015931552
ClassII_DNA_Mutator_1029	0.00080743915	0.18203783	0.6794601	0.0005317754	0.00021443205	0.13694847
ClassII_DNA_Mutator_1030	4.783553e-16	1.4556053e-06	0.99999857	1.2366464e-18	2.8729473e-15	3.3797436e-09
ClassII_DNA_Mutator_1031	1.5612716e-11	0.00011522394	0.9998847	4.3026823e-16	4.5682967e-13	1.1055765e-09
ClassII_DNA_Mutator_1032	1.34971715e-05	0.089501075	0.88592505	7.83232e-05	0.00054255745	0.02393951
ClassII_DNA_Mutator_1033	0.00019883232	0.0031080903	0.9760181	6.1300496e-05	0.011396907	0.0092168655
ClassII_DNA_Mutator_1034	7.850541e-06	0.00012127766	0.9998698	3.462843e-11	3.0449198e-07	7.219175e-07
ClassII_DNA_Mutator_1035	0.022873757	0.00025439757	0.9745832	1.08608965e-05	0.001935542	0.00034221183
ClassII_DNA_Mutator_1036	0.0007216798	4.973831e-06	0.9986712	1.1463973e-09	1.4610442e-05	0.00058757263
